Time,Sensor1,Sensor2,Sensor3,Sensor4
14.049,0,0,0,0,
14.049,0,0,0,0,
14.05,0,0,0,0,
14.083,0,0,0,0,
14.084,0,0,0,0,
14.084,0,0,0,0,
14.092,0,0,0,0,
14.126,0,0,0,0,
14.127,0,0,0,0,
14.128,0,0,0,0,
14.161,0,0,0,0,
14.161,0,0,0,0,
14.162,0,0,0,0,
14.169,0,0,0,0,
14.205,0,0,0,0,
14.207,0,0,0,0,
14.208,0,0,0,0,
14.24,0,0,0,0,
14.241,0,0,0,0,
14.241,0,0,0,0,
14.246,0,0,0,0,
14.276,0,0,0,0,
14.277,0,0,0,0,
14.283,0,0,0,0,
14.316,0,0,0,0,
14.317,0,0,0,0,
14.318,0,0,0,0,
14.325,0,0,0,0,
14.358,0,0,0,0,
14.358,0,0,0,0,
14.36,0,0,0,0,
14.394,0,0,0,0,
14.394,0,0,0,0,
14.395,0,0,0,0,
14.402,0,0,0,0,
14.436,0,0,0,0,
14.436,0,0,0,0,
14.438,0,0,0,0,
14.471,0,0,0,0,
14.472,0,0,0,0,
14.472,0,0,0,0,
14.479,0,0,0,0,
14.486,0,0,0,0,
14.518,0,0,0,0,
14.519,0,0,0,0,
14.524,0,0,0,0,
14.555,0,0,0,0,
14.555,0,0,0,0,
14.555,0,0,0,0,
14.561,0,0,0,0,
14.593,0,0,0,0,
14.593,0,0,0,0,
14.595,0,0,0,0,
14.626,0,0,0,0,
14.627,0,0,0,0,
14.627,0,0,0,0,
14.661,0,0,0,0,
14.661,0,0,0,0,
14.662,0,0,0,0,
14.666,0,0,0,0,
14.699,0,0,0,0,
14.7,0,0,0,0,
14.706,0,0,0,0,
14.739,0,0,0,0,
14.739,0,0,0,0,
14.739,0,0,0,0,
14.74,0,0,0,0,
14.772,0,0,0,0,
14.772,0,0,0,0,
14.772,0,0,0,0,
14.811,0,0,0,0,
14.812,0,0,0,0,
14.812,0,0,0,0,
14.814,0,0,0,0,
14.847,0,0,0,0,
14.847,0,0,0,0,
14.847,0,0,0,0,
14.87,0,0,0,0,
14.878,0,0,0,0,
14.878,0,0,0,0,
14.909,0,0,0,0,
14.91,0,0,0,0,
14.91,0,0,0,0,
14.941,0,0,0,0,
14.943,0,0,0,0,
14.943,0,0,0,0,
14.95,0,0,0,0,
14.964,0,0,0,0,
14.998,0,0,0,0,
14.998,0,0,0,0,
14.999,0,0,0,0,
14.999,0,0,0,0,
15.032,0,0,0,0,
15.032,0,0,0,0,
15.04,0,0,0,0,
15.073,0,0,0,0,
15.073,0,0,0,0,
15.074,0,0,0,0,
15.077,0,0,0,0,
15.109,0,0,0,0,
15.11,0,0,0,0,
15.111,0,0,0,0,
15.144,0,0,0,0,
15.144,0,0,0,0,
15.144,0,0,0,0,
15.176,0,0,0,0,
15.177,0,0,0,0,
15.177,0,0,0,0,
15.211,0,0,0,0,
15.211,0,0,0,0,
15.212,0,0,0,0,
15.244,0,0,0,0,
15.245,0,0,0,0,
15.245,0,0,0,0,
15.246,0,0,0,0,
15.255,0,0,0,0,
15.288,0,0,0,0,
15.29,0,0,0,0,
15.322,0,0,0,0,
15.323,0,0,0,0,
15.323,0,0,0,0,
15.324,0,0,0,0,
15.356,0,0,0,0,
15.356,0,0,0,0,
15.357,0,0,0,0,
15.389,0,0,0,0,
15.39,0,0,0,0,
15.391,0,0,0,0,
15.423,0,0,0,0,
15.424,0,0,0,0,
15.425,0,0,0,0,
15.468,0,0,0,0,
15.468,0,0,0,0,
15.469,0,0,0,0,
15.471,0,0,0,0,
15.503,0,0,0,0,
15.503,0,0,0,0,
15.504,0,0,0,0,
15.509,0,0,0,0,
15.541,0,0,0,0,
15.541,0,0,0,0,
